Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound
Senegal,2017,All ages,Both,Neoplasms,Diet low in vegetables,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in vegetables,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in vegetables,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in whole grains,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in whole grains,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in whole grains,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in nuts and seeds,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in nuts and seeds,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in nuts and seeds,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in milk,DALYs,2090.544217,744.4584425,3742.314901
Senegal,2017,All ages,Both,Neoplasms,Diet low in milk,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in milk,"DALYs per 100,000",14.23297519,5.068468994,25.4786647
Senegal,2017,All ages,Both,Neoplasms,Diet high in red meat,DALYs,0.001161557,2.38E-12,0.001428597
Senegal,2017,All ages,Both,Neoplasms,Diet high in red meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet high in red meat,"DALYs per 100,000",7.90819E-06,1.62E-14,9.72626E-06
Senegal,2017,All ages,Both,Neoplasms,Diet high in processed meat,DALYs,8.1621643,0.001002793,44.1179398
Senegal,2017,All ages,Both,Neoplasms,Diet high in processed meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet high in processed meat,"DALYs per 100,000",0.055570163,6.82728E-06,0.300366545
Senegal,2017,All ages,Both,Neoplasms,Diet high in sugar-sweetened beverages,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet high in sugar-sweetened beverages,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet high in sugar-sweetened beverages,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in fiber,DALYs,356.1046955,91.9595148,805.0475612
Senegal,2017,All ages,Both,Neoplasms,Diet low in fiber,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in fiber,"DALYs per 100,000",2.424454482,0.626084578,5.48097566
Senegal,2017,All ages,Both,Neoplasms,Diet low in seafood omega-3 fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in seafood omega-3 fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in seafood omega-3 fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in polyunsaturated fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in polyunsaturated fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in polyunsaturated fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet high in trans fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet high in trans fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet high in trans fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet high in sodium,DALYs,1703.606024,0.204292327,5692.245766
Senegal,2017,All ages,Both,Neoplasms,Diet high in sodium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet high in sodium,"DALYs per 100,000",11.59859815,0.001390876,38.75430719
Senegal,2017,All ages,Both,Neoplasms,Low physical activity,DALYs,653.9999515,154.1583422,1388.036713
Senegal,2017,All ages,Both,Neoplasms,Low physical activity,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Low physical activity,"DALYs per 100,000",4.452603782,1.049550563,9.450119228
Senegal,2017,All ages,Both,Neoplasms,Occupational asthmagens,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational asthmagens,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational asthmagens,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,"Occupational particulate matter, gases, and fumes",DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,"Occupational particulate matter, gases, and fumes",Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,"Occupational particulate matter, gases, and fumes","DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational noise,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational noise,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational noise,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational injuries,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational injuries,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational injuries,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational ergonomic factors,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Occupational ergonomic factors,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational ergonomic factors,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Childhood sexual abuse,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Childhood sexual abuse,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Childhood sexual abuse,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Intimate partner violence,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Intimate partner violence,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Intimate partner violence,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Non-exclusive breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Non-exclusive breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Non-exclusive breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Discontinued breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Discontinued breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Discontinued breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in calcium,DALYs,3190.491368,2041.624317,4690.365193
Senegal,2017,All ages,Both,Neoplasms,Diet low in calcium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in calcium,"DALYs per 100,000",21.72170487,13.89991564,31.93324059
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to asbestos,DALYs,902.3239825,580.0294468,1336.143241
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to asbestos,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to asbestos,"DALYs per 100,000",6.143259136,3.948993119,9.096814814
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to arsenic,DALYs,66.61863863,23.89096768,115.2026735
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to arsenic,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to arsenic,"DALYs per 100,000",0.453557224,0.162655995,0.784330119
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to benzene,DALYs,78.45110299,21.84496382,135.8221799
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to benzene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to benzene,"DALYs per 100,000",0.534115755,0.148726263,0.924713145
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to beryllium,DALYs,2.911726232,2.087259956,4.049588084
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to beryllium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to beryllium,"DALYs per 100,000",0.019823798,0.014210615,0.027570661
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to cadmium,DALYs,6.593223067,4.822789264,8.935994899
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to cadmium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to cadmium,"DALYs per 100,000",0.044888398,0.032834819,0.060838605
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to chromium,DALYs,13.73347711,10.37504667,18.10211559
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to chromium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to chromium,"DALYs per 100,000",0.093501126,0.070636048,0.123243967
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to diesel engine exhaust,DALYs,204.5630683,153.416759,273.5200868
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to diesel engine exhaust,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to diesel engine exhaust,"DALYs per 100,000",1.392719204,1.04450167,1.862196732
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to formaldehyde,DALYs,39.39682241,28.42057741,53.67855046
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to formaldehyde,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to formaldehyde,"DALYs per 100,000",0.268223935,0.19349477,0.365457698
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to nickel,DALYs,75.68253593,15.9831942,175.5135851
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to nickel,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to nickel,"DALYs per 100,000",0.515266622,0.108817792,1.194942677
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,49.05548107,35.56536326,67.76064101
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to polycyclic aromatic hydrocarbons,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to polycyclic aromatic hydrocarbons,"DALYs per 100,000",0.333982625,0.242138353,0.461332276
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to silica,DALYs,460.6507055,199.9020257,786.6853391
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to silica,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to silica,"DALYs per 100,000",3.136231232,1.360985599,5.355960819
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to sulfuric acid,DALYs,78.32624391,28.41090565,157.5304779
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to sulfuric acid,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to sulfuric acid,"DALYs per 100,000",0.533265682,0.193428922,1.072508951
Senegal,2017,All ages,Both,Neoplasms,Unsafe sex,DALYs,26622.59245,20056.51421,33761.87019
Senegal,2017,All ages,Both,Neoplasms,Unsafe sex,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Unsafe sex,"DALYs per 100,000",181.2536156,136.550027,229.8596973
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to trichloroethylene,DALYs,1.370725604,0.269818218,2.788647255
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to trichloroethylene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Occupational exposure to trichloroethylene,"DALYs per 100,000",0.009332261,0.001836993,0.018985844
Senegal,2017,All ages,Both,Neoplasms,No access to handwashing facility,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,No access to handwashing facility,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,No access to handwashing facility,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Child wasting,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Child wasting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Child wasting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Child stunting,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Child stunting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Chewing tobacco,DALYs,226.3022486,148.7316827,324.7235229
Senegal,2017,All ages,Both,Neoplasms,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Chewing tobacco,"DALYs per 100,000",1.540725264,1.012604438,2.210803201
Senegal,2017,All ages,Both,Neoplasms,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Short gestation for birth weight,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Short gestation for birth weight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Short gestation for birth weight,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Low birth weight for gestation,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Low birth weight for gestation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Low birth weight for gestation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Impaired kidney function,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Impaired kidney function,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Impaired kidney function,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,Bullying victimization,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,Bullying victimization,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,Bullying victimization,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neoplasms,High LDL cholesterol,DALYs,0,0,0
Senegal,2017,All ages,Both,Neoplasms,High LDL cholesterol,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neoplasms,High LDL cholesterol,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe water source,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe water source,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe water source,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe sanitation,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe sanitation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Unsafe sanitation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient particulate matter pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient particulate matter pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient particulate matter pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Household air pollution from solid fuels,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Household air pollution from solid fuels,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Household air pollution from solid fuels,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient ozone pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient ozone pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Ambient ozone pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Residential radon,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Residential radon,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Residential radon,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Lead exposure,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Lead exposure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Lead exposure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Child underweight,DALYs,60587.23159,42564.68998,82706.98689
Senegal,2017,All ages,Both,Nutritional deficiencies,Child underweight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Child underweight,"DALYs per 100,000",412.4938173,289.7916111,563.0909326
Senegal,2017,All ages,Both,Nutritional deficiencies,Iron deficiency,DALYs,148646.3387,94568.99732,215523.6063
Senegal,2017,All ages,Both,Nutritional deficiencies,Iron deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Iron deficiency,"DALYs per 100,000",1012.023393,643.8506213,1467.341431
Senegal,2017,All ages,Both,Nutritional deficiencies,Vitamin A deficiency,DALYs,46652.10274,29105.44445,70835.79466
Senegal,2017,All ages,Both,Nutritional deficiencies,Vitamin A deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Vitamin A deficiency,"DALYs per 100,000",317.6197928,198.1575255,482.2687318
Senegal,2017,All ages,Both,Nutritional deficiencies,Zinc deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Zinc deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Zinc deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Smoking,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Smoking,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Smoking,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Secondhand smoke,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Secondhand smoke,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Secondhand smoke,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Alcohol use,DALYs,0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Alcohol use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Nutritional deficiencies,Alcohol use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Nutritional deficiencies,Drug use,DALYs,0,0,0
